Tiempo,EMG_mV_raw,EMG_mV_filtrado
0.0,-0.012775644202180378,0.012024140341068624
0.001,0.009581733151635281,0.012004617693982535
0.002,0.01596955525272547,0.011945632215918696
0.003,0.02235737735381566,0.011696891830834331
0.004,0.03193911050545094,0.011355210239294204
0.005,0.038326932606541124,0.010971432527778682
0.006,0.03193911050545094,0.010543481326008117
0.007,0.019163466303270562,0.010110717398350988
0.008,0.009581733151635281,0.009662283376079004
0.009,-0.009581733151635281,0.009180651914631148
0.01,-0.019163466303270562,0.008684863635974828
0.011,-0.03193911050545094,0.008208058733880889
0.012,-0.05110257680872151,0.007732104953490931
0.013,-0.05110257680872151,0.007258392025944534
0.014,-0.04152084365708622,0.006782528111415768
0.015,-0.04471475470763132,0.0062804125427841665
0.016,-0.028745199454905845,0.005773964257926433
0.017,-0.02235737735381566,0.0052638556316772275
0.018,0.0,0.004760594710951842
0.019,0.0,0.004303580954474805
0.02,0.0031939110505450944,0.003871048308875539
0.021,0.009581733151635281,0.003441534525952683
0.022,0.012775644202180378,0.003025118200838525
0.023,0.0031939110505450944,0.0026346171211271297
0.024,0.0,0.002255163933338914
0.025,-0.025551288404360755,0.0018960560078013652
0.026,-0.038326932606541124,0.0015432847226263553
0.027,-0.04152084365708622,0.001145228745324631
0.028,-0.047908665758176414,0.0007347046659086532
0.029,-0.05429648785926659,0.00034770936270233505
0.03,-0.05110257680872151,-2.9705245075276507e-05
0.031,-0.04152084365708622,-0.0004176954211799985
0.032,-0.03193911050545094,-0.0007868355299098352
0.033,-0.025551288404360755,-0.001155307282955871
0.034,-0.012775644202180378,-0.0014909091049110832
0.035,0.0,-0.0016952915435811523
0.036,0.02235737735381566,-0.0018311425337574417
0.037,0.025551288404360755,-0.0019337708185951715
0.038,0.035133021555996034,-0.0019996988015202792
0.039,0.038326932606541124,-0.0020494451130010126
0.04,0.02235737735381566,-0.0020801250165215284
0.041,0.009581733151635281,-0.0020792005112078914
0.042,-0.0031939110505450944,-0.00206141078712229
0.043,-0.028745199454905845,-0.0020586571210494827
0.044,-0.035133021555996034,-0.002052524954545785
0.045,-0.04471475470763132,-0.0020357795526037914
0.046,-0.047908665758176414,-0.0020089543243524627
0.047,-0.05429648785926659,-0.0019619127477855476
0.048,-0.04152084365708622,-0.0019014253891020821
0.049,-0.025551288404360755,-0.001832295288118551
0.05,-0.006387822101090189,-0.0017534899068117312
0.051,0.012775644202180378,-0.001666543528508875
0.052,0.02235737735381566,-0.0015727819854504947
0.053,0.035133021555996034,-0.001466386939643045
