sujeto,condicion,ventana,RMS,MAV,WL,ZC,SSC,WAMP,MNF,MDF,Power
Sujeto2,Moderado,42,0.015237494933404122,0.0038742867939261095,14.749175219992791,122,598,352,128.30903788572832,107.0,0.0005888821235553913
Sujeto2,Moderado,43,0.009012138452898923,0.002574234393420361,10.464746508487059,113,641,278,149.2525143679604,136.5,0.00018378981396851112
Sujeto2,Moderado,44,0.006633141016580551,0.00144599034969183,6.809015938426392,83,478,189,178.70407251638892,161.0,9.383548131247063e-05
Sujeto3,Moderado,1,0.009257617667798692,0.0019805066278938683,6.77955598709517,54,331,200,102.72644848766424,81.0,0.00013643889829890633
Sujeto3,Moderado,2,0.007152367042097238,0.0011804437449607168,3.162366485200188,26,169,115,76.15533839952153,58.5,0.00010685078219156913
Sujeto3,Moderado,3,0.0045529152326568454,0.0004939483664774718,1.437270517976522,17,104,52,151.0707098096228,137.5,1.045024912218953e-05
Sujeto3,Moderado,4,0.0019195654136261516,0.00016078069409192577,0.7947622934721799,12,83,24,183.03920651043458,180.0,6.329572514054911e-06
Sujeto3,Moderado,5,0.01068593416334348,0.0024190792244064368,9.104075221016755,79,428,249,121.10073772089468,100.5,0.00021157655369005897
Sujeto3,Moderado,6,0.01872997180106693,0.006063907141677895,22.84438552374697,196,835,577,121.83900604388293,105.0,0.0007866549128377268
Sujeto3,Moderado,7,0.01662201566032701,0.004512537019850036,17.13134506116459,148,653,411,126.45455800531384,110.0,0.0003530020418686153
Sujeto3,Moderado,8,0.008001478960174025,0.001618522749925733,5.0042654484971125,39,318,117,118.90146952252266,107.0,4.286804752384323e-05
Sujeto3,Moderado,9,0.014106389650012692,0.004063713973837675,11.434116050795234,79,457,261,97.66576499781084,78.5,0.0004402697401166597
Sujeto3,Moderado,10,0.01765892535987268,0.005530982511001634,18.09936571573757,137,646,422,104.58899144033713,81.5,0.0006454376502683781
Sujeto3,Moderado,11,0.018248832203414275,0.0045644305678027184,16.262057439176207,121,597,367,110.12901319589686,91.0,0.0007400874966930684
Sujeto3,Moderado,12,0.022590587789109162,0.006447640730277567,23.51195773628405,158,719,508,119.09236439072936,101.5,0.0010512180950328328
Sujeto3,Moderado,13,0.02219438728427339,0.007708343033393126,30.81463846194982,250,972,722,132.85633317938365,111.5,0.0010503779711751836
Sujeto3,Moderado,14,0.01666044060120832,0.005254050666183066,21.254034853020844,190,851,533,133.25886843329909,118.0,0.0005668947861018194
Sujeto3,Moderado,15,0.010911260862570538,0.0019604170018168057,7.3222306308293446,55,401,173,127.88337532469932,111.5,0.00011183311255576694
Sujeto3,Moderado,16,0.008181597965120864,0.0012833503576098815,5.683707288134796,53,315,146,141.43254545089044,124.5,0.00015448973578384087
Sujeto3,Moderado,17,0.01040138969632726,0.0023104392756946816,8.943770915970749,86,470,240,131.21614381253454,109.0,0.0002655447805462325
Sujeto3,Moderado,18,0.012153702019220702,0.002729959762237093,8.952760717121242,77,469,230,106.04992165577822,89.5,0.00031645668713037274
Sujeto3,Moderado,19,0.01244598442259851,0.0025480033992089537,8.029780878195512,64,349,213,105.61451051170748,84.5,0.000265327765194353
Sujeto3,Moderado,20,0.008666402856262015,0.0013271065999678386,4.599166413314606,40,222,121,108.78445555598647,97.0,0.00016879020221131056
Sujeto3,Moderado,21,0.00973691811595182,0.0017015451103192993,5.648444670175999,45,324,140,95.06676735911881,69.5,0.0002154746367369722
Sujeto3,Moderado,22,0.009364907060610838,0.0015533483695385321,4.808588164784229,40,334,127,84.32040495003884,65.0,0.00019149310828194278
Sujeto3,Moderado,23,0.006750818506277501,0.0010118044808317232,3.7106662276321147,45,271,116,128.89872646064026,107.0,4.274760590955644e-05
Sujeto3,Moderado,24,0.012083503040070095,0.0028395691702893405,9.807491019486408,87,494,274,112.77576357792063,92.5,0.00025126563947498824
Sujeto3,Moderado,25,0.010968382603659328,0.0025275712590535774,9.377313384044438,82,556,251,114.9564226206747,101.5,0.00027091071505683565
Sujeto3,Moderado,26,0.011370248423718525,0.002886839930362074,10.295219012766253,88,517,273,114.8543110751417,91.5,0.00030926077053100776
Sujeto3,Moderado,27,0.012263063881201582,0.0031270292593375375,10.651601926693779,88,492,281,146.03817298702995,134.5,0.00014662452440395172
Sujeto3,Moderado,28,0.010038637916822434,0.0021632681694238854,7.559439427195533,78,480,197,112.85022178395197,95.0,0.00016569214064019868
Sujeto3,Moderado,29,0.011204564832974336,0.002855765059935381,9.821334783630885,99,574,241,117.94750578896692,97.5,0.00028711337105991324
Sujeto3,Moderado,30,0.010278739737019801,0.0027160771682924433,9.224597042015617,88,552,222,123.15340661266748,106.5,0.0002512837823583969
Sujeto3,Moderado,31,0.015013532441845494,0.0037762781136124217,12.611635739881628,101,601,311,98.77623190718806,77.0,0.000481363236567782
Sujeto3,Moderado,32,0.016773869747765627,0.0042972283613635694,14.76057298086534,108,582,358,118.49493068331839,98.0,0.0004136208813744609
Sujeto3,Moderado,33,0.01156359901655559,0.0025597615253448633,9.965073008411132,77,427,226,124.7605356874894,102.5,0.0003173683727665858
Sujeto3,Moderado,34,0.010493073166271107,0.0024182478840956713,10.28191944988427,94,466,246,142.01016850677385,130.0,0.00019259627928426519
Sujeto3,Moderado,35,0.00935290872135829,0.002096967194432579,9.238744484734644,101,537,246,135.15690035333148,117.0,0.00019592860867368087
Sujeto3,Moderado,36,0.007786031527983079,0.0015426488003483754,7.211698596277667,84,521,192,156.86303503509794,150.0,0.0001276413951871359
Sujeto3,Moderado,37,0.01788892640243773,0.004469285743329784,16.25419254694915,133,667,399,114.80536796024325,96.5,0.000750455645173375
Sujeto3,Moderado,38,0.018167357214196236,0.004926513192747163,16.852924561747948,128,666,396,111.0229777575892,90.0,0.0006120922159270947
Sujeto3,Moderado,39,0.00807197047025856,0.0017656937446574564,6.3506047539048565,58,379,153,139.66316375424333,135.0,0.00011664944526519597
Sujeto3,Moderado,40,0.012161603508020957,0.0026786340153319966,9.67488387211941,79,458,232,127.08956410934314,103.5,0.0003552873828915422
Sujeto3,Moderado,41,0.017704566620207897,0.005453095151392701,18.04716718970944,127,691,417,105.3421113219629,85.0,0.0005197337861200129
Sujeto3,Moderado,42,0.02153305879890799,0.0074200990677959116,26.213370469559777,199,826,619,110.96137747379859,92.5,0.0008813877520505263
Sujeto3,Moderado,43,0.022172502133641338,0.007628743418013184,28.11408463952067,224,816,674,127.0510076253504,111.0,0.0009150862552755458
Sujeto3,Moderado,44,0.017009594110590037,0.0054925131903156245,17.387857941185988,133,615,445,114.18896494713952,94.0,0.0006307458864591964
Sujeto3,Moderado,45,0.010909557622001515,0.0027219102329242083,8.075151254388278,62,393,209,103.10906600848945,87.0,0.00022276715769874031
Sujeto3,Moderado,46,0.008898597665015454,0.0014723512459867763,5.700878099222951,51,306,146,128.55351966482021,118.0,0.00021950107583079361
Sujeto1,Reposo,1,7.437766975321497e-05,1.142179817801382e-05,0.0030283278610820506,0,49,0,7.4656193848257875,7.5,4.85546673696796e-10
Sujeto1,Reposo,2,0.00025421760669401463,3.208200584066442e-05,0.02413548036286995,0,94,0,25.01097765397934,24.0,1.7779800987474823e-07
Sujeto1,Reposo,3,0.00025382663730791723,2.9466564656801502e-05,0.023462112298181306,0,96,0,24.736052614482727,23.5,9.168734932749678e-09
Sujeto1,Reposo,4,5.196345747705471e-06,8.210147622769917e-07,0.00032454285384090584,0,34,0,12.456103826344041,12.0,4.9771615289465886e-11
Sujeto1,Reposo,5,7.457640349434231e-06,1.7575216318043862e-06,0.00033796933963088145,0,31,0,6.2634877977241565,6.0,1.6507870463981626e-10
Sujeto1,Reposo,6,7.463475440275562e-06,1.818456318377584e-06,0.0003410939364011046,0,44,0,6.222748891454274,6.0,1.1209380238576276e-10
Sujeto1,Reposo,7,0.00014539483590256057,1.5713374368912678e-05,0.012828542550326748,0,58,0,24.968182784757968,24.0,6.692368210061723e-08
Sujeto1,Reposo,8,0.00014555592236947023,1.637657584934487e-05,0.014319669012306638,0,73,0,25.425543565769857,24.0,3.887287279491803e-08
Sujeto1,Reposo,9,6.853959886225493e-06,8.323770110977636e-07,0.0014984141082514208,0,39,0,183.44515016112416,186.0,1.2440153519382862e-10
Sujeto1,Reposo,10,1.2881256181702905e-07,7.243584923490284e-08,3.777247884576026e-06,0,24,0,0.6115399554372637,0.5,8.252540182648248e-15
Sujeto1,Reposo,11,0.0002498776248596429,4.845218596703263e-05,0.04020058280929344,0,77,0,27.42554570509233,27.0,1.9001063701166306e-07
Sujeto1,Reposo,12,0.0002498776397022866,4.849096966121609e-05,0.040201346281780445,0,66,0,26.92008825297812,26.5,6.16103467012278e-08
Sujeto1,Reposo,13,9.764868366267949e-08,7.145479413976758e-08,1.529121353495335e-06,0,10,0,0.5420482938552065,0.5,1.4451046333574837e-14
Sujeto1,Reposo,14,0.00010057163226816448,1.0465930946747266e-05,0.008836898549027219,0,35,0,24.97637538121298,24.0,3.349779563468686e-08
Sujeto1,Reposo,15,0.00010109636273837923,1.1955197304500915e-05,0.00947733292982043,0,62,0,24.84483732319984,24.0,1.7259523438208936e-08
Sujeto1,Reposo,16,1.0287103694514936e-05,1.5326157738192554e-06,0.0006411518745494406,0,34,0,12.498059706995418,12.0,3.4513902397634513e-10
Sujeto1,Reposo,17,2.5189217186452076e-05,4.140583548236531e-06,0.0016540870121874284,0,61,0,12.347212929179841,12.0,3.1465604596971623e-10
Sujeto1,Reposo,18,4.148122922495371e-05,1.065027172185161e-05,0.00437890932213851,0,120,0,12.47261486477994,12.0,3.775646219973804e-09
Sujeto1,Reposo,19,3.303710418219225e-05,7.295543651596519e-06,0.002801294077612214,0,76,0,12.470772902524766,12.0,3.6065273536237334e-09
Sujeto1,Reposo,20,0.0001242073249500589,1.3638001339713937e-05,0.010987144548081494,0,49,0,24.99825526337315,24.0,1.4044238903129848e-08
Sujeto1,Reposo,21,0.00012420657122657472,1.3418547342559423e-05,0.010967529511800207,0,47,0,24.95944403172605,24.0,5.135587399155514e-08
Sujeto1,Reposo,22,4.540558731023831e-06,2.0087652190904448e-06,0.00028171629406583006,0,50,0,5.0202314236995536,4.5,3.118049787036107e-11
Sujeto1,Reposo,23,5.174419436549692e-06,2.47854251079419e-06,0.000331631555928372,0,58,0,4.4933668840881,4.0,6.84025709361917e-11
Sujeto1,Reposo,24,1.6817173722668566e-05,2.744115270767438e-06,0.0015548910937241847,0,50,0,24.264508618176944,23.5,8.919631853859621e-10
Sujeto1,Reposo,25,2.753939951599442e-05,4.985612068692188e-06,0.0028227272811132964,0,67,0,13.51422897492669,12.5,1.3623842198997374e-09
Sujeto1,Reposo,26,2.2064125500470206e-05,3.2708914398958846e-06,0.0013746930055992645,0,41,0,12.470456176062289,12.0,1.156811557225542e-09
Sujeto1,Reposo,27,0.00012692738601183365,1.3164876270722083e-05,0.01115194784304023,0,35,0,24.99605308666342,24.0,4.373386249184713e-08
Sujeto1,Reposo,28,0.00012692738658238675,1.3165545075013146e-05,0.011151980776827008,0,33,0,24.957264282112465,24.0,3.629941743941529e-08
Sujeto1,Reposo,29,9.03335907863989e-05,1.0416740355317557e-05,0.008361835756069292,0,53,0,24.8968415401741,24.0,2.5146148980567906e-08
Sujeto1,Reposo,30,9.03335886888736e-05,1.0413836318445718e-05,0.008361669326277266,0,57,0,24.98427717232839,24.0,1.5545704265528352e-08
Sujeto1,Reposo,31,1.889956651683358e-06,3.0785290761965283e-07,0.00011794075751142202,0,29,0,12.5043014130915,12.0,1.0797063914168157e-11
Sujeto1,Reposo,32,2.6474225809936484e-06,8.65715560637967e-07,0.0001760158191491358,0,54,0,7.1937535395878,4.0,1.6088355262699392e-11
Sujeto1,Reposo,33,9.701923607284202e-06,2.570790443445736e-06,0.0004790423830099417,0,54,0,6.155196537553904,6.0,2.878090458248175e-10
Sujeto1,Reposo,34,2.0253327252769467e-05,4.633257052123768e-06,0.0015343565154615096,0,59,0,12.11667709790942,11.5,5.696632386535295e-10
Sujeto1,Reposo,35,1.9571474977916945e-05,4.080197676117846e-06,0.0016500449052606456,0,67,0,12.472587638064024,12.0,1.1598919051075617e-09
Sujeto1,Reposo,36,0.00012304236009301952,1.4223892488915917e-05,0.011325990174361825,0,73,0,24.75684593327092,23.5,9.159680793432811e-09
Sujeto1,Reposo,37,0.00018892943613703047,3.098968471488143e-05,0.024172955275580305,0,93,0,24.914673307113603,24.0,1.0821855943749376e-07
Sujeto1,Reposo,38,0.00014359129673866637,1.8283952578365228e-05,0.01338471129778197,0,54,0,24.19742799464806,23.5,3.757861415236779e-09
Sujeto1,Reposo,39,1.279327859368967e-07,8.714873327730992e-08,1.6598604455650722e-06,0,20,0,0.5845995232818227,0.5,1.4768571196809715e-14
Sujeto1,Reposo,40,1.194928305768791e-05,2.1482125004784627e-06,0.00078055794617159,0,56,0,7.251635864933334,4.0,9.49876639067854e-12
Sujeto1,Reposo,41,4.43543779608199e-05,8.019931747113389e-06,0.004689464201160373,0,85,0,22.523130815029063,22.0,1.846727368301652e-09
Sujeto1,Reposo,42,4.361028059889594e-05,8.543743953554722e-06,0.004629851620542443,0,84,0,24.015982950924823,23.5,6.249990365219396e-09
Sujeto1,Reposo,43,1.8138672803057073e-05,5.069845420116206e-06,0.0017109973358639904,0,68,0,11.252509632234357,10.5,6.350166421178264e-10
Sujeto1,Reposo,44,1.5864511749363706e-05,2.4395937908831085e-06,0.0009909225062967127,0,35,0,12.488867167081478,12.0,8.258688015139996e-10
Sujeto1,Reposo,45,4.64199645404499e-05,6.71885921236927e-06,0.004308300340244803,0,48,0,24.015083423855213,23.5,7.112602983922617e-09
Sujeto1,Reposo,46,4.912177157672596e-05,9.577232991796222e-06,0.0053579492170472386,0,88,0,23.75208076059122,23.0,2.362056857499421e-09
Sujeto1,Reposo,47,1.6090384201347657e-05,3.1283887026347075e-06,0.001075602204814301,0,68,0,12.487981646593227,12.0,8.154750985478939e-10
Sujeto1,Reposo,48,4.32062243156706e-06,1.367731390919087e-06,0.00022246909198636242,0,52,0,6.093700004953215,6.0,5.664553981653495e-11
Sujeto1,Moderado,1,0.0016590236383634365,0.00012446806339493636,0.3771442828852566,4,65,14,106.45093471583883,98.5,7.015773014667432e-06
Sujeto1,Moderado,2,0.001575683774670794,8.211275586133986e-05,0.2646544075966893,2,23,9,99.63868327369046,95.5,5.8970741205867244e-06
Sujeto1,Moderado,3,0.0064618597312512275,0.0004443534882131623,1.2630142499909112,7,26,33,87.70573992957009,78.0,4.4453025196529775e-08
Sujeto1,Moderado,4,0.010242426275529133,0.0017256255324815616,5.209105742591912,38,214,137,101.0270723814554,91.0,0.00022283690438882933
Sujeto1,Moderado,5,0.009454177383402262,0.0017527339780587126,5.621204246654356,39,246,135,106.6238825160096,93.5,0.00019757689932262666
Sujeto1,Moderado,6,0.0068174236512602146,0.0009484554151262991,2.9171840328149603,17,127,72,121.09001045974968,111.5,0.0001302516060489446
Sujeto1,Moderado,7,0.004730490480153421,0.0005953065327266468,1.437106218323592,9,124,43,78.9251798848576,68.0,5.670030425379578e-05
Sujeto1,Moderado,8,0.012426280555285418,0.0021980188097593077,6.116533371248055,32,292,152,91.04762517288927,86.0,0.00044110735948355923
Sujeto1,Moderado,9,0.021432987328190198,0.005830799902993621,16.29023773099163,90,483,406,85.80475329755757,80.0,0.0008853823385653588
Sujeto1,Moderado,10,0.022793573323610098,0.00650447365439602,19.23333285231123,106,518,446,92.18822448339698,84.5,0.0009397236071058459
Sujeto1,Moderado,11,0.021660227239233526,0.006073896801016888,19.10950548428492,109,550,434,105.59465055917966,93.0,0.0008464064075675677
Sujeto1,Moderado,12,0.027859376834979507,0.009200375055653822,27.92734629617746,145,690,637,97.21511511358361,84.5,0.001746389811530495
Sujeto1,Moderado,13,0.025354068364840106,0.007958707805717745,24.300622175515606,130,647,580,97.13408478427071,86.5,0.0009621510678335882
Sujeto1,Moderado,14,0.014478608224396922,0.0039366571749026085,11.91555000412595,83,520,335,89.69532543015497,78.0,0.0004662523527261174
Sujeto1,Moderado,15,0.018069175127296853,0.004958577556881752,13.180607767274914,77,530,342,84.56776478796598,72.5,0.0007210366321441832
Sujeto1,Moderado,16,0.017002183829164064,0.004219787040445922,11.524016910031195,69,407,302,81.5383933395971,70.5,0.00036175234860805195
Sujeto1,Moderado,17,0.01423289010383021,0.003404730156480873,10.832386418404294,71,386,286,102.14041422328937,87.5,0.00031062372870093916
Sujeto1,Moderado,18,0.01592848327968987,0.004122923255706646,12.198448184680508,70,489,297,100.16594648695774,93.0,0.0005608927281782948
Sujeto1,Moderado,19,0.019920309853230827,0.005794153197906607,17.501273055643182,102,624,422,100.38497357950068,90.0,0.0005363541918018545
Sujeto1,Moderado,20,0.025185129287022625,0.008639141648138364,26.012829098467602,146,712,603,103.70611009795678,93.0,0.0012731197259822672
Sujeto1,Moderado,21,0.022199031410394456,0.007634140703997136,21.555201406858224,124,657,526,94.08694295571837,87.5,0.0010135456145228532
Sujeto1,Moderado,22,0.014310639912024107,0.003941024928443568,10.862125288616216,72,472,305,89.45147135181432,81.5,0.000495828850520412
Sujeto1,Moderado,23,0.012695785062307946,0.002761780572241748,8.123917333874331,54,397,216,94.6400364175901,86.5,0.0004177885469727316
Sujeto1,Moderado,24,0.013547187112859557,0.003377196361071756,9.567538209799038,62,455,267,92.09916552970044,87.5,0.00025322878017176084
Sujeto1,Moderado,25,0.01577298006412156,0.004531094152236884,13.497324556309705,87,535,346,95.03570811042054,87.5,0.0006391820199705662
